sut,komoditas,prov,wilayah,lokasi,tahun,tipe lahan,tipe kebun,rate.p,rate.s,nilai.tukar,total.area,asumsi.peneliti,bagian,faktor,komponen,jenis,unit harga,harga privat,harga sosial,unit,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30
AGROFORESTRI,KELAPA AF,GORONTALO,POHUWATU,RANDANGAN,2014,MINERAL,SMALLHOLDER,7.1,2.79,11830,1,Tidak dipupuk,input,input,pupuk,Kandang,Rp/kg,100,100,kg,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Bibit yang digunakan: alam/cabutan,input,input,pupuk,Urea,Rp/kg,1600,1600,kg,,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
,,,,,,,,,,,,"Dikelola turun-temurun, biasanya umur 4 tahun sudah menghasilkan",input,input,pupuk,KCL,Rp/kg,2300,2300,kg,,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
,,,,,,,,,,,,"Kopra kering 75% : Rp 8,5 jt/ton",input,input,bahan tanam/bibit,Kelapa dalam,Rp/btng,3000,3000,batang,125,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Jenis bibit yang digunakan: kelapa dalam,input,input,peralatan,Sabit,Rp/unit,30000,30000,unit,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,
,,,,,,,,,,,,"Pembuatan parit = 15 m/hari, 1 orang. Ada 2 parit",input,input,peralatan,Cangkul,Rp/unit,25000,25000,unit,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,
,,,,,,,,,,,,Penanaman = 5 batang per hari,input,input,peralatan,Sprayer,Rp/unit,400000,400000,unit,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1
,,,,,,,,,,,,"Penyemprotan dilakukan sebelum masa produksi, setahun 2x @ 2 lt roundup, setengah hari, 1 orang",input,input,peralatan,Karung,Rp/unit,2500,2500,unit,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80
,,,,,,,,,,,,Pemanenan dilakukan 4x setahun @ 2 orang slm 10 hari mendapatkan 4000 butir (1 HOK = 200 butir),input,input,tenaga kerja,tebas+tebang,Rp/HOK,60000,60000,HOK,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
,,,,,,,,,,,,Informasi lain= tiap batang menghasilkan 10-30 butir tiap panen (atau 40-120 butir/tahun),input,input,tenaga kerja,bakar,Rp/HOK,60000,60000,HOK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
