sut,komoditas,prov,wilayah,lokasi,tahun,tipe lahan,tipe kebun,rate.p,rate.s,nilai.tukar,total.area,asumsi.peneliti,bagian,faktor,komponen,jenis,unit harga,harga privat,harga sosial,unit,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30
AGROFORESTRI,KEBUN CAMPUR AF,KALIMANTAN TIMUR,BERAU,DESA MERAANG,2015.0,MINERAL,SMALLHOLDER,7.79,2.79,13389.0,1.0,Kebun campur diawali dengan penanaman pisang dan kelapa pada tahun selanjutnya ditanami coklat,bahan kimia,input,bahan kimia,Herbisida,rp/liter,50000,50000,liter,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
,,,,,,,,,,,,jumlah tanaman coklat 1/4 dari jumlah seharusnya 1100 (3x3),pupuk,input,pupuk,NPK,rp/kg,3000,3000,kg,50.0,50.0,50.0,50.0,,,,,,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pupuk,input,pupuk,Urea,rp/kg,2400,2400,kg,100.0,100.0,100.0,100.0,,,,,,50.0,50.0,50.0,50.0,50.0,50.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,bahan kimia,input,bahan kimia,Gramoxon,rp/lt,75000,75000,lt,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
,,,,,,,,,,,,,peralatan,input,peralatan,Cangkul ,rp/pieces,80000,80000,pieces,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,
,,,,,,,,,,,,,peralatan,input,peralatan,Arit,rp/pieces,4000,4000,pieces,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,
,,,,,,,,,,,,,peralatan,input,peralatan,Sprayer,rp/pieces,300000,300000,pieces,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,
,,,,,,,,,,,,,peralatan,input,peralatan,Karung,rp/pieces,3000,3000,pieces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,peralatan,input,peralatan,Asahan,rp/pieces,20000,20000,pieces,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,,1.0,,,,
,,,,,,,,,,,,,peralatan,input,peralatan,Angkong,rp/pieces,400000,400000,pieces,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,
