sut,komoditas,prov,wilayah,lokasi,tahun,tipe lahan,tipe kebun,rate.p,rate.s,nilai.tukar,total.area,asumsi.peneliti,bagian,faktor,komponen,jenis,unit harga,harga privat,harga sosial,unit,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30
MONOKULTUR,PADI,PAPUA,PAPUA,"Kuper, merauke",2011,MINERAL,CROP,7.78,2.78,9084,1,Pemupukan intensif,pupuk,input,pupuk,urea,Rp/kg,1600,1600,Kg,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00,800.00
,,,,,,,,,,,,Setahun 2 kali panen,pupuk,input,pupuk,sp,Rp/kg,2200,2200,Kg,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00,200.00
,,,,,,,,,,,,,pupuk,input,pupuk,kcl,Rp/kg,2300,2300,Kg,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00
,,,,,,,,,,,,,bahan kimia,input,bahan kimia,Klongret,Rp/btl,175000,175000,btl,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
,,,,,,,,,,,,,bahan kimia,input,bahan kimia,Pertakon,Rp/lt,73000,73000,lt,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00,8.00
,,,,,,,,,,,,,bahan kimia,input,bahan kimia,Rakus (Racunn Tikus),Rp/btl,0,0,Dus,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,,,,,,,bahan tanam /bibit,input,bahan tanam /bibit,seed,Rp/kg,0,0,Kg,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00,60.00
,,,,,,,,,,,,,peralatan,input,peralatan,parang,Rp/unit,100000,100000,Unit,1.00,,1.00,,1.00,,1.00,,1.00,,1.00,,1.00,,1.00,,1.00,,1.00,,1.00,,1.00,,1.00,,1.00,,1.00,
,,,,,,,,,,,,,peralatan,input,peralatan,sprayer,Rp/unit,450000,450000,Unit,1.00,,,,1.00,,,,,1.00,,,,,1.00,,,,,1.00,,,,,1.00,,,,,1.00
,,,,,,,,,,,,,peralatan,input,peralatan,Cangkul,Rp/unit,200000,200000,Unit,1.00,,1.00,,1.00,,1.00,,1.00,,1.00,,1.00,,1.00,,1.00,,1.00,,1.00,,1.00,,1.00,,1.00,,1.00,
