sut,komoditas,prov,wilayah,lokasi,tahun,tipe lahan,tipe kebun,rate.p,rate.s,nilai.tukar,total.area,asumsi.peneliti,bagian,faktor,komponen,jenis,unit harga,harga privat,harga sosial,unit,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30
MONOKULTUR,COKLAT,SULAWESI TENGGARA,SULAWESI TENGGARA,KONAWE,2012,MINERAL,SMALLHOLDER,7.78,2.78,9084.552419,1,dipupuk,pupuk,input,pupuk,TSP,Rp/kg,1600,1600,kg,300,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pupuk,input,pupuk,KCL,Rp/kg,1600,1600,kg,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,pupuk,input,pupuk,Urea,Rp/kg,1500,1500,kg,100,100,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,,,,,,,,,,
,,,,,,,,,,,,,bahan kimia,input,bahan kimia,Noxon,Rp/lt,50000,50000,lt,15,15,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,
,,,,,,,,,,,,,bahan tanam /bibit,input,bahan tanam /bibit,coklat,Rp/btng,1000,1000,batang,1100,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,peralatan,input,peralatan,Sabit/parang,Rp/unit,80000,80000,unit,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,,,,,,,,,,
,,,,,,,,,,,,,peralatan,input,peralatan,Pisau ,Rp/unit,25000,25000,unit,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,
,,,,,,,,,,,,,peralatan,input,peralatan,Sprayer,Rp/unit,400000,400000,unit,1,,,,1,,,,,1,,,,,1,,,,,1,,,,,,,,,,
,,,,,,,,,,,,,peralatan,input,peralatan,Karung,Rp/unit,3000,3000,unit,0,2,6,6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,17.6,,,,,,,,,,
,,,,,,,,,,,,,tk persiapan lahan,input,tenaga kerja,Tebang,Rp/HOK,50000,50000,hok,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,tk persiapan lahan,input,tenaga kerja,Tebas,Rp/HOK,50000,50000,hok,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,tenaga kerja,input,tenaga kerja,Ajir,Rp/HOK,50000,50000,hok,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,tenaga kerja,input,tenaga kerja,Lubang,Rp/HOK,50000,50000,hok,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,tenaga kerja,input,tenaga kerja,Tanam,Rp/HOK,50000,50000,hok,7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,tenaga kerja,input,tenaga kerja,Pemangkasan Batang,Rp/HOK,50000,50000,hok,,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,,,,,,,,,,
,,,,,,,,,,,,,tenaga kerja,input,tenaga kerja,Pemupukan,Rp/HOK,50000,50000,hok,6,6,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,,,,,,,,,,
,,,,,,,,,,,,,tenaga kerja,input,tenaga kerja,penyemprotan,Rp/HOK,50000,50000,hok,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,
,,,,,,,,,,,,,tk pemanenan,input,tenaga kerja,Panen,Rp/HOK,50000,50000,hok,,24,24,24,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,,,,,,,,,,
,,,,,,,,,,,,,tk paska panen,input,tenaga kerja,Pasca panen (kupas dan jemur),Rp/HOK,50000,50000,hok,,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,,,,,,,,,,
,,,,,,,,,,,,,utama,output,utama,Coklat,Rp/kg,14000,14000,kg,0,100,300,300,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,880,,,,,,,,,,
