fid,provinsi,kecamatan,desa,kabkot
32987,JAWA TENGAH,KAJORAN,KWADERAN,MAGELANG
32988,JAWA TENGAH,KAJORAN,MADUKORO,MAGELANG
32989,JAWA TENGAH,KAJORAN,BUMIAYU,MAGELANG
32990,JAWA TENGAH,KAJORAN,NGARGOSARI,MAGELANG
32991,JAWA TENGAH,KAJORAN,LESANPURO,MAGELANG
32992,JAWA TENGAH,KAJORAN,NGENDROSARI,MAGELANG
32993,JAWA TENGAH,KAJORAN,MADUGONDO,MAGELANG
32994,JAWA TENGAH,KAJORAN,WADAS,MAGELANG
32995,JAWA TENGAH,KAJORAN,BANJARETNO,MAGELANG
32996,JAWA TENGAH,KAJORAN,KRINJING,MAGELANG
32997,JAWA TENGAH,KAJORAN,BANGSRI,MAGELANG
32998,JAWA TENGAH,KAJORAN,KAJORAN,MAGELANG
32999,JAWA TENGAH,KAJORAN,MANGUNREJO,MAGELANG
33000,JAWA TENGAH,KAJORAN,SAMBAK,MAGELANG
33001,JAWA TENGAH,KAJORAN,BAMBUSARI,MAGELANG
33002,JAWA TENGAH,KAJORAN,PANDANSARI,MAGELANG
33003,JAWA TENGAH,KAJORAN,PANDANRETNO,MAGELANG
33004,JAWA TENGAH,KAJORAN,KRUMPAKAN,MAGELANG
33005,JAWA TENGAH,KAJORAN,BANJARAGUNG,MAGELANG
33006,JAWA TENGAH,KAJORAN,SANGEN,MAGELANG
33007,JAWA TENGAH,KAJORAN,PUCUNGROTO,MAGELANG
33008,JAWA TENGAH,KAJORAN,SIDOREJO,MAGELANG
33009,JAWA TENGAH,KAJORAN,SIDOWANGI,MAGELANG
33010,JAWA TENGAH,KAJORAN,SUKOMULYO,MAGELANG
33011,JAWA TENGAH,KAJORAN,SUKOREJO,MAGELANG
33012,JAWA TENGAH,KAJORAN,SUTOPATI,MAGELANG
33013,JAWA TENGAH,KAJORAN,SUKOMAKMUR,MAGELANG
33014,JAWA TENGAH,KAJORAN,HUTAN,MAGELANG
33015,JAWA TENGAH,KALIANGKRIK,TEMANGGUNG,MAGELANG
33016,JAWA TENGAH,KALIANGKRIK,NGAWONGGO,MAGELANG
33017,JAWA TENGAH,KALIANGKRIK,KALIANGKRIK,MAGELANG
33018,JAWA TENGAH,KALIANGKRIK,GIRIREJO,MAGELANG
33019,JAWA TENGAH,KALIANGKRIK,KETANGI,MAGELANG
33020,JAWA TENGAH,KALIANGKRIK,BALEKERTO,MAGELANG
33021,JAWA TENGAH,KALIANGKRIK,BUMIREJO,MAGELANG
33022,JAWA TENGAH,KALIANGKRIK,BESERAN,MAGELANG
33023,JAWA TENGAH,KALIANGKRIK,GIRIWARNO,MAGELANG
33024,JAWA TENGAH,KALIANGKRIK,MADURETNO,MAGELANG
33025,JAWA TENGAH,KALIANGKRIK,BANJAREJO,MAGELANG
33026,JAWA TENGAH,KALIANGKRIK,BALEREJO,MAGELANG
33027,JAWA TENGAH,KALIANGKRIK,SELOMOYO,MAGELANG
33028,JAWA TENGAH,KALIANGKRIK,NGENDROKILO,MAGELANG
33029,JAWA TENGAH,KALIANGKRIK,MUNGGANGSARI,MAGELANG
33030,JAWA TENGAH,KALIANGKRIK,NGARGOSOKO,MAGELANG
33031,JAWA TENGAH,KALIANGKRIK,PENGARENGAN,MAGELANG
33032,JAWA TENGAH,KALIANGKRIK,MANGLI,MAGELANG
33033,JAWA TENGAH,KALIANGKRIK,KEBONLEGI,MAGELANG
33034,JAWA TENGAH,KALIANGKRIK,ADIPURO,MAGELANG
33035,JAWA TENGAH,BANDONGAN,SUKOSARI,MAGELANG
33036,JAWA TENGAH,BANDONGAN,KEDUNGSARI,MAGELANG
33037,JAWA TENGAH,BANDONGAN,SALAMKANCI,MAGELANG
33038,JAWA TENGAH,BANDONGAN,BANYUWANGI,MAGELANG
33039,JAWA TENGAH,BANDONGAN,TRASAN,MAGELANG
33040,JAWA TENGAH,BANDONGAN,BANDONGAN,MAGELANG
33041,JAWA TENGAH,BANDONGAN,SUKODADI,MAGELANG
33042,JAWA TENGAH,BANDONGAN,TONOBOYO,MAGELANG
33043,JAWA TENGAH,BANDONGAN,KEBONAGUNG,MAGELANG
33044,JAWA TENGAH,BANDONGAN,KALEGEN,MAGELANG
33045,JAWA TENGAH,BANDONGAN,NGEPANREJO,MAGELANG
33046,JAWA TENGAH,BANDONGAN,GANDUSARI,MAGELANG
33047,JAWA TENGAH,BANDONGAN,SIDOREJO,MAGELANG
33048,JAWA TENGAH,WINDUSARI,DAMPIT,MAGELANG
33049,JAWA TENGAH,WINDUSARI,TANJUNGSARI,MAGELANG
33050,JAWA TENGAH,WINDUSARI,PASANGSARI,MAGELANG
33051,JAWA TENGAH,WINDUSARI,KEMBANGKUNING,MAGELANG
33052,JAWA TENGAH,WINDUSARI,BALESARI,MAGELANG
33053,JAWA TENGAH,WINDUSARI,BANJARSARI,MAGELANG
33054,JAWA TENGAH,WINDUSARI,BANDARSEDAYU,MAGELANG
33055,JAWA TENGAH,WINDUSARI,WINDUSARI,MAGELANG
33056,JAWA TENGAH,WINDUSARI,CANDISARI,MAGELANG
33057,JAWA TENGAH,WINDUSARI,GENITO,MAGELANG
33058,JAWA TENGAH,WINDUSARI,WONOROTO,MAGELANG
33059,JAWA TENGAH,WINDUSARI,GIRIMULYO,MAGELANG
33060,JAWA TENGAH,WINDUSARI,NGEMPLAK,MAGELANG
33061,JAWA TENGAH,WINDUSARI,KALIJOSO,MAGELANG
33062,JAWA TENGAH,WINDUSARI,GUNUNGSARI,MAGELANG
33063,JAWA TENGAH,WINDUSARI,MANGUNSARI,MAGELANG
33064,JAWA TENGAH,WINDUSARI,KENTENGSARI,MAGELANG
33065,JAWA TENGAH,WINDUSARI,UMBULSARI,MAGELANG
33066,JAWA TENGAH,WINDUSARI,SEMEN,MAGELANG
33067,JAWA TENGAH,WINDUSARI,GONDANGREJO,MAGELANG
33068,JAWA TENGAH,SECANG,PANCURANMAS,MAGELANG
33069,JAWA TENGAH,SECANG,JAMBEWANGI,MAGELANG
33070,JAWA TENGAH,SECANG,CANDIRETNO,MAGELANG
33071,JAWA TENGAH,SECANG,PIRIKAN,MAGELANG
33072,JAWA TENGAH,SECANG,GIRIKULON,MAGELANG
33073,JAWA TENGAH,SECANG,DONOMULYO,MAGELANG
33074,JAWA TENGAH,SECANG,SIDOMULYO,MAGELANG
33075,JAWA TENGAH,SECANG,PUCANG,MAGELANG
33076,JAWA TENGAH,SECANG,CANDISARI,MAGELANG
33077,JAWA TENGAH,SECANG,MADUSARI,MAGELANG
33078,JAWA TENGAH,SECANG,PAYAMAN,MAGELANG
33079,JAWA TENGAH,SECANG,KALIJOSO,MAGELANG
33080,JAWA TENGAH,SECANG,NGADIROJO,MAGELANG
33081,JAWA TENGAH,SECANG,MADIOCONDRO,MAGELANG
33082,JAWA TENGAH,SECANG,NGABEAN,MAGELANG
33083,JAWA TENGAH,SECANG,SECANG,MAGELANG
33084,JAWA TENGAH,SECANG,KRINCING,MAGELANG
33085,JAWA TENGAH,SECANG,DONOREJO,MAGELANG
33086,JAWA TENGAH,SECANG,KARANGKAJEN,MAGELANG
33087,JAWA TENGAH,SECANG,PURWOSARI,MAGELANG
33088,JAWA TENGAH,TEGALREJO,BANYUURIP,MAGELANG
33089,JAWA TENGAH,TEGALREJO,TAMPINGAN,MAGELANG
33090,JAWA TENGAH,TEGALREJO,PURWOSARI,MAGELANG
33091,JAWA TENGAH,TEGALREJO,SIDOREJO,MAGELANG
33092,JAWA TENGAH,TEGALREJO,SOROYUDAN,MAGELANG
33093,JAWA TENGAH,TEGALREJO,TEGALREJO,MAGELANG
33094,JAWA TENGAH,TEGALREJO,SUKOREJO,MAGELANG
33095,JAWA TENGAH,TEGALREJO,KEBONAGUNG,MAGELANG
33096,JAWA TENGAH,TEGALREJO,JAPAN,MAGELANG
33097,JAWA TENGAH,TEGALREJO,BANYUSARI,MAGELANG
33098,JAWA TENGAH,TEGALREJO,DLIMAS,MAGELANG
33099,JAWA TENGAH,TEGALREJO,GLAGAHOMBO,MAGELANG
33100,JAWA TENGAH,TEGALREJO,NGASEM,MAGELANG
33101,JAWA TENGAH,TEGALREJO,GIRIREJO,MAGELANG
33102,JAWA TENGAH,TEGALREJO,PURWODADI,MAGELANG
33103,JAWA TENGAH,TEGALREJO,WONOKERTO,MAGELANG
33104,JAWA TENGAH,TEGALREJO,DAWUNG,MAGELANG
33105,JAWA TENGAH,TEGALREJO,KLOPO,MAGELANG
33106,JAWA TENGAH,TEGALREJO,NGADIREJO,MAGELANG
33107,JAWA TENGAH,TEGALREJO,DONOROJO,MAGELANG
33108,JAWA TENGAH,TEGALREJO,MANGUNREJO,MAGELANG
33109,JAWA TENGAH,PAKIS,PETUNG,MAGELANG
33110,JAWA TENGAH,PAKIS,DALEMAN KIDUL,MAGELANG
33111,JAWA TENGAH,PAKIS,POGALAN,MAGELANG
33112,JAWA TENGAH,PAKIS,KETUNDAN,MAGELANG
33113,JAWA TENGAH,PAKIS,KENALAN,MAGELANG
33114,JAWA TENGAH,PAKIS,KRAGILAN,MAGELANG
33115,JAWA TENGAH,PAKIS,BANYUSIDI,MAGELANG
33116,JAWA TENGAH,PAKIS,PAKIS,MAGELANG
33117,JAWA TENGAH,PAKIS,LOSARI,MAGELANG
33118,JAWA TENGAH,PAKIS,BAWANG,MAGELANG
33119,JAWA TENGAH,PAKIS,REJOSARI,MAGELANG
33120,JAWA TENGAH,PAKIS,DASEH,MAGELANG
33121,JAWA TENGAH,PAKIS,GUMELEM,MAGELANG
33122,JAWA TENGAH,PAKIS,KAPONAN,MAGELANG
33123,JAWA TENGAH,PAKIS,GONDANGSARI,MAGELANG
33124,JAWA TENGAH,PAKIS,MUNENG WARANGAN,MAGELANG
33125,JAWA TENGAH,PAKIS,KAJANGKOSO,MAGELANG
33126,JAWA TENGAH,PAKIS,GEJAGAN,MAGELANG
33127,JAWA TENGAH,PAKIS,MUNENG,MAGELANG
33128,JAWA TENGAH,PAKIS,JAMBEWANGI,MAGELANG
33129,JAWA TENGAH,GRABAG,LEBAK,MAGELANG
33130,JAWA TENGAH,GRABAG,PUCUNGSARI,MAGELANG
33131,JAWA TENGAH,GRABAG,SUGIHMAS,MAGELANG
33132,JAWA TENGAH,GRABAG,PESIDI,MAGELANG
33133,JAWA TENGAH,GRABAG,GIRIWETAN,MAGELANG
33134,JAWA TENGAH,GRABAG,COKRO,MAGELANG
33135,JAWA TENGAH,GRABAG,SALAM,MAGELANG
33136,JAWA TENGAH,GRABAG,KETAWANG,MAGELANG
33137,JAWA TENGAH,GRABAG,BANARAN,MAGELANG
33138,JAWA TENGAH,GRABAG,BALEAGUNG,MAGELANG
33139,JAWA TENGAH,GRABAG,KLEGEN,MAGELANG
33140,JAWA TENGAH,GRABAG,SUMURARUM,MAGELANG
33141,JAWA TENGAH,GRABAG,KALIKUTO,MAGELANG
33142,JAWA TENGAH,GRABAG,BANYUSARI,MAGELANG
33143,JAWA TENGAH,GRABAG,KARTOHARJO,MAGELANG
33144,JAWA TENGAH,GRABAG,GRABAG,MAGELANG
33145,JAWA TENGAH,GRABAG,KLETERAN,MAGELANG
33146,JAWA TENGAH,GRABAG,NGASINAN,MAGELANG
33147,JAWA TENGAH,GRABAG,TIRTO,MAGELANG
33148,JAWA TENGAH,GRABAG,TLOGOREJO,MAGELANG
33149,JAWA TENGAH,GRABAG,SAMBUNGREJO,MAGELANG
33150,JAWA TENGAH,GRABAG,CITROSONO,MAGELANG
33151,JAWA TENGAH,GRABAG,SIDOGEDE,MAGELANG
33152,JAWA TENGAH,GRABAG,KALIPUCANG,MAGELANG
33153,JAWA TENGAH,GRABAG,SEWORAN,MAGELANG
33154,JAWA TENGAH,GRABAG,BANJARSARI,MAGELANG
33155,JAWA TENGAH,GRABAG,LOSARI,MAGELANG
33156,JAWA TENGAH,GRABAG,NGRANCAH,MAGELANG
33157,JAWA TENGAH,NGABLAK,MAGERSARI,MAGELANG
33158,JAWA TENGAH,NGABLAK,BANDUNGREJO,MAGELANG
33159,JAWA TENGAH,NGABLAK,TEJOSARI,MAGELANG
33160,JAWA TENGAH,NGABLAK,GENIKAN,MAGELANG
33161,JAWA TENGAH,NGABLAK,JOGONAYAN,MAGELANG
33162,JAWA TENGAH,NGABLAK,NGABLAK,MAGELANG
33163,JAWA TENGAH,NGABLAK,SUMBEREJO,MAGELANG
33164,JAWA TENGAH,NGABLAK,MADYOGONDO,MAGELANG
33165,JAWA TENGAH,NGABLAK,KANIGORO,MAGELANG
33166,JAWA TENGAH,NGABLAK,SELOMIRAH,MAGELANG
33167,JAWA TENGAH,NGABLAK,GIRIREJO,MAGELANG
33168,JAWA TENGAH,NGABLAK,PANDEAN,MAGELANG
33169,JAWA TENGAH,NGABLAK,JOGOYASAN,MAGELANG
33170,JAWA TENGAH,NGABLAK,PAGERGUNUNG,MAGELANG
33171,JAWA TENGAH,NGABLAK,KEDITAN,MAGELANG
33172,JAWA TENGAH,NGABLAK,SELOPROJO,MAGELANG
33173,JAWA TENGAH,BOROBUDUR,GIRITENGAH,MAGELANG
33174,JAWA TENGAH,BOROBUDUR,TEGALARUM,MAGELANG
33175,JAWA TENGAH,BANDONGAN,REJOSARI,MAGELANG
33176,JAWA TENGAH,SAWANGAN,BANYUROTO,MAGELANG
33177,JAWA TENGAH,DUKUN,SENGI,MAGELANG
33178,JAWA TENGAH,KAJORAN,WUWUHARJO,MAGELANG
33179,JAWA TENGAH,KAJORAN,WONOGIRI,MAGELANG
33180,JAWA TENGAH,SALAM,SUCEN,MAGELANG
33181,JAWA TENGAH,SRUMBUNG,BANYUADEM,MAGELANG
33182,JAWA TENGAH,BANYUDONO,BENDAN,BOYOLALI
33183,JAWA TENGAH,SELO,KLAKAH,BOYOLALI
33184,JAWA TENGAH,SELO,JRAKAH,BOYOLALI
33185,JAWA TENGAH,SELO,LENCOH,BOYOLALI
33186,JAWA TENGAH,SELO,SAMIRAN,BOYOLALI
33187,JAWA TENGAH,SELO,SELO,BOYOLALI
33188,JAWA TENGAH,SELO,TARUBATANG,BOYOLALI
33189,JAWA TENGAH,SELO,SENDEN,BOYOLALI
33190,JAWA TENGAH,AMPEL,TANDUK,BOYOLALI
33191,JAWA TENGAH,AMPEL,BANYUANYAR,BOYOLALI
33192,JAWA TENGAH,AMPEL,SIDOMULYO,BOYOLALI
33193,JAWA TENGAH,AMPEL,SELODOKO,BOYOLALI
33194,JAWA TENGAH,AMPEL,NGENDEN,BOYOLALI
33195,JAWA TENGAH,AMPEL,GONDANGSLAMET,BOYOLALI
33196,JAWA TENGAH,AMPEL,CANDI,BOYOLALI
33197,JAWA TENGAH,AMPEL,URUTSEWU,BOYOLALI
33198,JAWA TENGAH,AMPEL,KALIGENTONG,BOYOLALI
33199,JAWA TENGAH,AMPEL,GLADAGSARI,BOYOLALI
33200,JAWA TENGAH,AMPEL,KEMBANG,BOYOLALI
33201,JAWA TENGAH,AMPEL,CANDISARI,BOYOLALI
33202,JAWA TENGAH,AMPEL,NGARGOLOKO,BOYOLALI
33203,JAWA TENGAH,AMPEL,SAMPETAN,BOYOLALI
33204,JAWA TENGAH,AMPEL,NGADIROJO,BOYOLALI
33205,JAWA TENGAH,AMPEL,JLAREM,BOYOLALI
33206,JAWA TENGAH,CEPOGO,SUMBUNG,BOYOLALI
33207,JAWA TENGAH,CEPOGO,PARAS,BOYOLALI
33208,JAWA TENGAH,CEPOGO,MLIWIS,BOYOLALI
33209,JAWA TENGAH,CEPOGO,KEMBANGKUNING,BOYOLALI
33210,JAWA TENGAH,MUSUK,LAMPAR,BOYOLALI
33211,JAWA TENGAH,MUSUK,MRIYAN,BOYOLALI
33212,JAWA TENGAH,MUSUK,LANJARAN,BOYOLALI
33213,JAWA TENGAH,MUSUK,PAGERJURANG,BOYOLALI
33214,JAWA TENGAH,MUSUK,SRUNI,BOYOLALI
33215,JAWA TENGAH,MUSUK,CLUNTANG,BOYOLALI
33216,JAWA TENGAH,MUSUK,KEMBANGSARI,BOYOLALI
33217,JAWA TENGAH,MUSUK,RINGINLARIK,BOYOLALI
33218,JAWA TENGAH,MUSUK,SUKORAME,BOYOLALI
33219,JAWA TENGAH,MUSUK,PUSPORENGGO,BOYOLALI
33220,JAWA TENGAH,BOYOLALI,PENGGUNG,BOYOLALI
33221,JAWA TENGAH,BOYOLALI,KIRINGAN,BOYOLALI
33222,JAWA TENGAH,BOYOLALI,KARANGGENENG,BOYOLALI
33223,JAWA TENGAH,BOYOLALI,MUDAL,BOYOLALI
33224,JAWA TENGAH,MOJOSONGO,SINGOSARI,BOYOLALI
33225,JAWA TENGAH,MOJOSONGO,TAMBAK,BOYOLALI
33226,JAWA TENGAH,MOJOSONGO,MANGGIS,BOYOLALI
33227,JAWA TENGAH,MOJOSONGO,JURUG,BOYOLALI
33228,JAWA TENGAH,MOJOSONGO,KARANGNONGKO,BOYOLALI
33229,JAWA TENGAH,MOJOSONGO,KEMIRI,BOYOLALI
33230,JAWA TENGAH,MOJOSONGO,BUTUH,BOYOLALI
33231,JAWA TENGAH,MOJOSONGO,MOJOSONGO,BOYOLALI
33232,JAWA TENGAH,MOJOSONGO,DLINGO,BOYOLALI
33233,JAWA TENGAH,TERAS,KOPEN,BOYOLALI
33234,JAWA TENGAH,TERAS,DOPLANG,BOYOLALI
33235,JAWA TENGAH,TERAS,KADIRESO,BOYOLALI
33236,JAWA TENGAH,TERAS,NEPEN,BOYOLALI
33237,JAWA TENGAH,TERAS,SUDIMORO,BOYOLALI
33238,JAWA TENGAH,TERAS,BANGSALAN,BOYOLALI
33239,JAWA TENGAH,TERAS,SALAKAN,BOYOLALI
33240,JAWA TENGAH,TERAS,RANDUSARI,BOYOLALI
33241,JAWA TENGAH,TERAS,MOJOLEGI,BOYOLALI
33242,JAWA TENGAH,TERAS,TAWANGSARI,BOYOLALI
33243,JAWA TENGAH,SAWIT,TEGALREJO,BOYOLALI
33244,JAWA TENGAH,SAWIT,MANJUNG,BOYOLALI
33245,JAWA TENGAH,SAWIT,KATEGUHAN,BOYOLALI
33246,JAWA TENGAH,SAWIT,BENDOSARI,BOYOLALI
33247,JAWA TENGAH,SAWIT,JATIREJO,BOYOLALI
33248,JAWA TENGAH,SAWIT,KEMASAN,BOYOLALI
33249,JAWA TENGAH,SAWIT,KARANGDUREN,BOYOLALI
33250,JAWA TENGAH,BANYUDONO,JEMBUNGAN,BOYOLALI
33251,JAWA TENGAH,BANYUDONO,SAMBON,BOYOLALI
33252,JAWA TENGAH,BANYUDONO,KUWIRAN,BOYOLALI
33253,JAWA TENGAH,BANYUDONO,CANGKRINGAN,BOYOLALI
33254,JAWA TENGAH,BANYUDONO,NGARU ARU,BOYOLALI
33255,JAWA TENGAH,BANYUDONO,KETAON,BOYOLALI
33256,JAWA TENGAH,BANYUDONO,BANYUDONO,BOYOLALI
33257,JAWA TENGAH,BANYUDONO,BATAN,BOYOLALI
33258,JAWA TENGAH,BANYUDONO,DENGGUNGAN,BOYOLALI
33259,JAWA TENGAH,BANYUDONO,BANGAK,BOYOLALI
33260,JAWA TENGAH,BANYUDONO,TANJUNGSARI,BOYOLALI
33261,JAWA TENGAH,SAMBI,GLINTANG,BOYOLALI
33262,JAWA TENGAH,SAMBI,JATISARI,BOYOLALI
33263,JAWA TENGAH,SAMBI,TEMPURSARI,BOYOLALI
33264,JAWA TENGAH,SAMBI,SAMBI,BOYOLALI
33265,JAWA TENGAH,SAMBI,DEMANGAN,BOYOLALI
33266,JAWA TENGAH,SAMBI,KEPOH,BOYOLALI
33267,JAWA TENGAH,SAMBI,JAGOAN,BOYOLALI
33268,JAWA TENGAH,SAMBI,BABADAN,BOYOLALI
33269,JAWA TENGAH,SAMBI,TAWENGAN,BOYOLALI
33270,JAWA TENGAH,SAMBI,CATUR,BOYOLALI
33271,JAWA TENGAH,SAMBI,CERMO,BOYOLALI
33272,JAWA TENGAH,NGEMPLAK,NGESREP,BOYOLALI
33273,JAWA TENGAH,NGEMPLAK,PANDEYAN,BOYOLALI
33274,JAWA TENGAH,NOGOSARI,POTRONAYAN,BOYOLALI
33275,JAWA TENGAH,NOGOSARI,SEMBUNGAN,BOYOLALI
33276,JAWA TENGAH,NOGOSARI,KETITANG,BOYOLALI
33277,JAWA TENGAH,NOGOSARI,REMBUN,BOYOLALI
33278,JAWA TENGAH,NOGOSARI,TEGALGIRI,BOYOLALI
33279,JAWA TENGAH,NOGOSARI,BENDO,BOYOLALI
33280,JAWA TENGAH,NOGOSARI,KEYONGAN,BOYOLALI
33281,JAWA TENGAH,NOGOSARI,POJOK,BOYOLALI
33282,JAWA TENGAH,NOGOSARI,GLONGGONG,BOYOLALI
33283,JAWA TENGAH,NOGOSARI,PULUTAN,BOYOLALI
33284,JAWA TENGAH,SIMO,PELEM,BOYOLALI
33285,JAWA TENGAH,SIMO,BENDUNGAN,BOYOLALI
33286,JAWA TENGAH,SIMO,TEMON,BOYOLALI
33287,JAWA TENGAH,SIMO,TETER,BOYOLALI
33288,JAWA TENGAH,SIMO,SIMO,BOYOLALI
33289,JAWA TENGAH,SIMO,WALEN,BOYOLALI
33290,JAWA TENGAH,SIMO,PENTUR,BOYOLALI
33291,JAWA TENGAH,SIMO,TALAKBROTO,BOYOLALI
33292,JAWA TENGAH,SIMO,KEDUNGLENGKONG,BOYOLALI
33293,JAWA TENGAH,SIMO,BLAGUNG,BOYOLALI
33294,JAWA TENGAH,SIMO,SUMBER,BOYOLALI
33295,JAWA TENGAH,SIMO,WATES,BOYOLALI
33296,JAWA TENGAH,KARANGGEDE,SEMPULUR,BOYOLALI
33297,JAWA TENGAH,KARANGGEDE,KLUMPIT,BOYOLALI
33298,JAWA TENGAH,KARANGGEDE,PINGGIR,BOYOLALI
33299,JAWA TENGAH,KARANGGEDE,BANTENGAN,BOYOLALI
33300,JAWA TENGAH,KARANGGEDE,TEGALSARI,BOYOLALI
33301,JAWA TENGAH,KARANGGEDE,SRANTEN,BOYOLALI
33302,JAWA TENGAH,KARANGGEDE,GROGOLAN,BOYOLALI
33303,JAWA TENGAH,KARANGGEDE,MOJOSARI,BOYOLALI
33304,JAWA TENGAH,KARANGGEDE,PENGKOL,BOYOLALI
33305,JAWA TENGAH,KARANGGEDE,KARANGKEPOH,BOYOLALI
33306,JAWA TENGAH,KARANGGEDE,SENDANG,BOYOLALI
33307,JAWA TENGAH,KARANGGEDE,KEBONAN,BOYOLALI
33308,JAWA TENGAH,KARANGGEDE,KLARI,BOYOLALI
33309,JAWA TENGAH,KARANGGEDE,DOLOGAN,BOYOLALI
33310,JAWA TENGAH,KLEGO,TANJUNG,BOYOLALI
33311,JAWA TENGAH,KLEGO,SENDANGREJO,BOYOLALI
33312,JAWA TENGAH,KLEGO,JATEN,BOYOLALI
33313,JAWA TENGAH,KLEGO,BLUMBANG,BOYOLALI
33314,JAWA TENGAH,KLEGO,BADE,BOYOLALI
33315,JAWA TENGAH,KLEGO,KLEGO,BOYOLALI
33316,JAWA TENGAH,KLEGO,GONDANGLEGI,BOYOLALI
33317,JAWA TENGAH,KLEGO,KARANGGATAK,BOYOLALI
33318,JAWA TENGAH,KLEGO,SUMBERAGUNG,BOYOLALI
33319,JAWA TENGAH,KLEGO,KARANGMOJO,BOYOLALI
33320,JAWA TENGAH,ANDONG,GONDANGRAWE,BOYOLALI
33321,JAWA TENGAH,ANDONG,PAKEL,BOYOLALI
33322,JAWA TENGAH,ANDONG,SENGGRONG,BOYOLALI
33323,JAWA TENGAH,ANDONG,MOJO,BOYOLALI
33324,JAWA TENGAH,ANDONG,KACANGAN,BOYOLALI
33325,JAWA TENGAH,ANDONG,KEDUNGDOWO,BOYOLALI
33326,JAWA TENGAH,ANDONG,PRANGGONG,BOYOLALI
33327,JAWA TENGAH,ANDONG,PAKANG,BOYOLALI
33328,JAWA TENGAH,ANDONG,MUNGGUR,BOYOLALI
33329,JAWA TENGAH,ANDONG,SEMAWUNG,BOYOLALI
33330,JAWA TENGAH,ANDONG,KUNTI,BOYOLALI
33331,JAWA TENGAH,ANDONG,PELEMREJO,BOYOLALI
33332,JAWA TENGAH,KEMUSU,KAUMAN,BOYOLALI
33333,JAWA TENGAH,KEMUSU,BAWU,BOYOLALI
33334,JAWA TENGAH,KEMUSU,KLEWOR,BOYOLALI
33335,JAWA TENGAH,KEMUSU,SARIMULYO,BOYOLALI
33336,JAWA TENGAH,KEMUSU,WATUGEDE,BOYOLALI
33337,JAWA TENGAH,KEMUSU,KEDUNGREJO,BOYOLALI
33338,JAWA TENGAH,KEMUSU,GENENGSARI,BOYOLALI
33339,JAWA TENGAH,KEMUSU,KEMUSU,BOYOLALI
33340,JAWA TENGAH,KEMUSU,LEMAHIRENG,BOYOLALI
33341,JAWA TENGAH,KEMUSU,GUWO,BOYOLALI
33342,JAWA TENGAH,KEMUSU,KEDUNGMULYO,BOYOLALI
33343,JAWA TENGAH,KEMUSU,WONOHARJO,BOYOLALI
33344,JAWA TENGAH,WONOSEGORO,NGABLAK,BOYOLALI
33345,JAWA TENGAH,WONOSEGORO,KARANGJATI,BOYOLALI
33346,JAWA TENGAH,WONOSEGORO,KETOYAN,BOYOLALI
33347,JAWA TENGAH,WONOSEGORO,BOLO,BOYOLALI
33348,JAWA TENGAH,WONOSEGORO,WONOSEGORO,BOYOLALI
33349,JAWA TENGAH,WONOSEGORO,BANDUNG,BOYOLALI
33350,JAWA TENGAH,WONOSEGORO,KEDUNGPILANG,BOYOLALI
33351,JAWA TENGAH,WONOSEGORO,KALINANAS,BOYOLALI
33352,JAWA TENGAH,WONOSEGORO,JATILAWANG,BOYOLALI
33353,JAWA TENGAH,WONOSEGORO,BANYUSRI,BOYOLALI
33354,JAWA TENGAH,WONOSEGORO,REPAKING,BOYOLALI
33355,JAWA TENGAH,JUWANGI,NGAREN,BOYOLALI
33356,JAWA TENGAH,JUWANGI,SAMBENG,BOYOLALI
33357,JAWA TENGAH,JUWANGI,CERME,BOYOLALI
33358,JAWA TENGAH,JUWANGI,JUWANGI,BOYOLALI
33359,JAWA TENGAH,JUWANGI,PILANGREJO,BOYOLALI
33360,JAWA TENGAH,JUWANGI,JERUKAN,BOYOLALI
33361,JAWA TENGAH,JUWANGI,KAYEN,BOYOLALI
33362,JAWA TENGAH,JUWANGI,NGLESES,BOYOLALI
33363,JAWA TENGAH,SELO,SUROTELENG,BOYOLALI
33364,JAWA TENGAH,SELO,JERUK,BOYOLALI
33365,JAWA TENGAH,CEPOGO,JELOK,BOYOLALI
33366,JAWA TENGAH,CEPOGO,BAKULAN,BOYOLALI
33367,JAWA TENGAH,CEPOGO,GEDANGAN,BOYOLALI
33368,JAWA TENGAH,CEPOGO,CEPOGO,BOYOLALI
33369,JAWA TENGAH,CEPOGO,CABEANKUNTI,BOYOLALI
33370,JAWA TENGAH,CEPOGO,CANDIGATAK,BOYOLALI
33371,JAWA TENGAH,CEPOGO,GUBUG,BOYOLALI
33372,JAWA TENGAH,AMPEL,SEBOTO,BOYOLALI
33373,JAWA TENGAH,MOJOSONGO,MADU,BOYOLALI
33374,JAWA TENGAH,BOYOLALI,SISWODIPURAN,BOYOLALI
33375,JAWA TENGAH,TERAS,TERAS,BOYOLALI
33376,JAWA TENGAH,MOJOSONGO,BRAJAN,BOYOLALI
33377,JAWA TENGAH,SAWIT,TLAWONG,BOYOLALI
33378,JAWA TENGAH,SAWIT,GOMBANG,BOYOLALI
33379,JAWA TENGAH,SAWIT,GUWOKAJEN,BOYOLALI
33380,JAWA TENGAH,TERAS,GUMUKREJO,BOYOLALI
33381,JAWA TENGAH,SAMBI,CANDEN,BOYOLALI
33382,JAWA TENGAH,MOJOSONGO,KRAGILAN,BOYOLALI
33383,JAWA TENGAH,MOJOSONGO,METUK,BOYOLALI
