sut,komoditas,prov,wilayah,lokasi,tahun,tipe lahan,tipe kebun,rate.p,rate.s,nilai.tukar,total.area,asumsi.peneliti,bagian,faktor,komponen,jenis,unit harga,harga privat,harga sosial,unit,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30
AGROFORESTRI,KEBUN CAMPUR AF,SULAWESI SELATAN,BANTAENG,CAMPAGA,2012.0,MINERAL,SMALLHOLDER,7.8,,9085.0,0.25,"Sebelumnya  berupa palawjia, lalu ditanam coklat, kopi, buah-buahan dan terakhir cengkeh",pupuk,input,pupuk,Urea,rp/kg,1600,,kg,,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
,,,,,,,,,,,,"Cengkeh hanya dijual bijinya, tidak dengan dedaunannya, ditanam tahun ke-18",pupuk,input,pupuk,NPK,rp/kg,2300,,kg,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
,,,,,,,,,,,,Kopi arabika ditanam 3 tahun setelah coklat,pupuk,input,pupuk,SP36,rp/kg,2600,,kg,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
,,,,,,,,,,,,Durian ditanam 6 tahun setelah kopi,pupuk,input,pupuk,Kandang,rp/kg,1075,,kg,2000.0,,,2400.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
,,,,,,,,,,,,"Kapasitas panen dan paska panen kopi adalah 122 dan 150 kg/thn/perorang (angka default, lampung) --cek lagi konversi liter ke kg",bahan kimia,input,bahan kimia,Gramaxon,rp/liter,45000,,liter,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
,,,,,,,,,,,,Kapasitas panen coklat: 400 kg coklat kering/thn/orang; paska panen 14000 kg/thn/org,bahan tanam /bibit,input,bahan tanam /bibit,Durian,rp/batang,10000,,batang,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,bahan tanam /bibit,input,bahan tanam /bibit,Langsat,rp/batang,2000,,batang,,,,,,,,,,30.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,bahan tanam /bibit,input,bahan tanam /bibit,Pisang,rp/batang,1000,,batang,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,peralatan,input,peralatan,Karung,rp/unit,1000,,unit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,12.0,30.0,18.0,42.0,18.0,42.0,18.0,42.0,18.0,42.0
,,,,,,,,,,,,,peralatan,input,peralatan,Sprayer,rp/unit,450000,,unit,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,
