sut,komoditas,prov,wilayah,lokasi,tahun,tipe lahan,tipe kebun,rate.p,rate.s,nilai.tukar,total.area,asumsi.peneliti,bagian,faktor,komponen,jenis,unit harga,harga privat,harga sosial,unit,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30
MONOKULTUR,SAGU,RIAU,PELALAWAN,Kec Kuala Lampar,2019,MINERAL,SMALLHOLDER,7.1,2.1,13700,1,Tidak dipupuk,input,input,bahan tanam /bibit,sagu,Rp/btng,3000,3000,batang,400,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Bibit yang digunakan: alam/cabutan,input,input,peralatan,Parang,Rp/unit,250000,250000,unit,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,
,,,,,,,,,,,,"Dikelola turun-temurun, biasanya umur 4 tahun sudah menghasilkan",input,input,peralatan,Kampak,Rp/unit,250000,250000,unit,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,
,,,,,,,,,,,,,input,input,peralatan,Linggis,Rp/unit,150000,150000,unit,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,
,,,,,,,,,,,,,input,input,peralatan,Karung,Rp/unit,3000,3000,unit,,,,,,,,,,80,,,,,80,,,,,,,,,,80,,,,,186.6666667
,,,,,,,,,,,,,input,input,tenaga kerja,tebas,Rp/HOK,100000,100000,HOK,40,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,
,,,,,,,,,,,,,input,input,tenaga kerja,bakar,Rp/HOK,100000,100000,HOK,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,input,input,tenaga kerja,Lubang+Ajir+Tanam,Rp/HOK,100000,100000,HOK,10,1,,,,,,,,,,,,,,10,1,,,,,,,,,,,,,
,,,,,,,,,,,,,input,input,tenaga kerja,Penyiangan,Rp/HOK,100000,100000,HOK,21,21,21,21,21,21,21,21,21,,21,21,21,21,,21,21,21,21,21,21,21,21,21,,21,21,21,21,
,,,,,,,,,,,,,input,input,tenaga kerja,Pemanenan,Rp/tual,10000,10000,tual,,,,,,,,,,1200,,,,,1200,,,,,4000,,,,,1200,,,,,2800
,,,,,,,,,,,,,output,output,utama,tepung sagu,Rp/kg,25000,25000,kg,,,,,,,,,,1200,,,,,1200,,,,,4000,,,,,1200,,,,,2800
