sut,komoditas,provinsi,lokasi,tahun,tipe lahan,tipe kebun,rate.p,rate.s,nilai.tukar,faktor,komponen,jenis,unit harga,harga privat,harga sosial,unit,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30
MONOKULTUR,KELAPA SAWIT,KALIMANTAN TIMUR,BERAU,2019,MINERAL,SMALLHOLDER,7.85,2.85,13850,input,pupuk,Urea,Rp/kg,1800,1800,kg,99.9,99.9,99.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,pupuk,NPK,Rp/kg,2600,2600,kg,199.8,199.8,199.8,199.8,199.8,249.75,249.75,249.75,249.75,249.75,500.175,500.175,500.175,500.175,500.175,500.175,500.175,500.175,500.175,500.175,135,135,135,135,135,135,135,135,135,135
,,,,,,,,,,input,pupuk,MOP,Rp/kg,2400,2400,kg,0,0,0.675,0.675,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35,1.35
,,,,,,,,,,input,bahan kimia,Roundup,Rp/l,80000,80000,liter,2,2,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
,,,,,,,,,,input,bahan tanam /bibit,padi,Rp/kg,4000,4000,kg,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,bahan tanam /bibit,kelapa sawit,Rp/bibit,15000,15000,seedlings,135,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,peralatan,Dodos,Rp/unit,150000,150000,unit,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,peralatan,Egreg,Rp/unit,225000,225000,unit,,,,,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1
,,,,,,,,,,input,peralatan,Angkong,Rp/unit,300000,300000,unit,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1
,,,,,,,,,,input,peralatan,Sprayer,Rp/unit,250000,250000,unit,1,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1
,,,,,,,,,,input,peralatan,Parang,Rp/unit,50000,50000,unit,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,
,,,,,,,,,,input,tenaga kerja,tebas,rp,120000,120000,hok,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja,tumbang,rp,120000,120000,hok,10.71428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja,bakar,rp,120000,120000,hok,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja,pancang,rp,120000,120000,hok,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja padi,penanaman,rp,,,hok,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja padi,penyiangan,rp,,,hok,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja padi,bird and pig waching,rp,,,hok,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
