sut,komoditas,provinsi,lokasi,tahun,tipe lahan,tipe kebun,rate.p,rate.s,nilai.tukar,faktor,komponen,jenis,unit harga,harga privat,harga sosial,unit,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30
MONOKULTUR,KELAPA SAWIT,OKI,-,2020,GAMBUT,SMALLHOLDER,7.41,2.4,14544,input,pupuk,Urea,Rp/kg,3500,3500,kg,70,70,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,input,pupuk,NPK,Rp/kg,2700,2700,kg,0,0,0,70,70,105,105,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140,140
,,,,,,,,,,input,pupuk,Dolomit,Rp/kg,1900,1900,kg,0,140,140,140,280,280,280,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420
,,,,,,,,,,input,bahan kimia,Roundup,Rp/l,76000,76000,liter,8,8,8,8,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,,,,,,,,,,input,bahan kimia,Gramoxone,Rp/L,70000,70000,liter,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,,,,,,,,,,input,bahan tanam /bibit,Kelapa Sawit,Rp/bibit,30000,30000,seedlings,135,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,input,peralatan,Dodos,Rp/unit,225000,225000,units,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,peralatan,Egreg,Rp/unit,500000,500000,units,,,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1
,,,,,,,,,,input,peralatan,Angkong,Rp/unit,525000,525000,units,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1
,,,,,,,,,,input,peralatan,Sprayer,Rp/unit,400000,400000,units,1,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1
,,,,,,,,,,input,peralatan,Parang,Rp/unit,80000,80000,units,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,
,,,,,,,,,,input,tenaga kerja,Tebas,Rp/HOK,100000,100000,HOK,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,input,tenaga kerja,Tumbang,Rp/HOK,200000,200000,HOK,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,input,tenaga kerja,Bakar,Rp/HOK,100000,100000,HOK,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,input,tenaga kerja,Pancang,Rp/HOK,100000,100000,HOK,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,input,tenaga kerja,Pembuatan Parit Induk,Rp/HOK,100000,100000,HOK,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja,Pembuatan Parit Cacing,Rp/HOK,100000,100000,HOK,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja,pembuatan lubang & penanaman,Rp/HOK,100000,100000,HOK,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,input,tenaga kerja,pemeliharaan parit,Rp/HOK,100000,100000,HOK,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
,,,,,,,,,,input,tenaga kerja,Pembersihan piringan,Rp/HOK,100000,100000,HOK,,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
,,,,,,,,,,input,tenaga kerja,Pruning,Rp/HOK,100000,100000,HOK,,,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
,,,,,,,,,,input,tenaga kerja,Penyemprotan,Rp/HOK,100000,100000,HOK,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,,,,,,,,,,input,tenaga kerja,Pemupukan,Rp/HOK,100000,100000,HOK,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
,,,,,,,,,,input,skenario pemanenan,pemanenan,Rp/kg,250,250,kg,0,0,1820.1,3306.4,4691.7,5976,7159.3,8241.6,9222.9,10103.2,10882.5,11560.8,12138.1,12614.4,12989.7,13264,13437.3,13509.6,13480.9,13351.2,13120.5,12788.8,12356.1,11822.4,11187.7,10452,9615.3,8677.6,7638.9,6499.2
,,,,,,,,,,output,utama,tbs,Rp/kg,1300,1300,kg,0,0,1820.1,3306.4,4691.7,5976,7159.3,8241.6,9222.9,10103.2,10882.5,11560.8,12138.1,12614.4,12989.7,13264,13437.3,13509.6,13480.9,13351.2,13120.5,12788.8,12356.1,11822.4,11187.7,10452,9615.3,8677.6,7638.9,6499.2
