sut,komoditas,prov,wilayah,lokasi,tahun,tipe lahan,tipe kebun,rate.p,rate.s,nilai.tukar,total.area,asumsi.peneliti,bagian,faktor,komponen,jenis,unit harga,harga privat,harga sosial,unit,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30
MONOKULTUR,PADI,PAPUA,PAPUA,Jayapura,2013,MINERAL,CROP,7.1,2.1,10337,1,1.  Bibit yang digunakan Ciherang,pupuk,input,pupuk,urea,Rp/kg,1600,1600,Kg,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800
,,,,,,,,,,,,2. Pemupukan intensif,pupuk,input,pupuk,sp,Rp/kg,2200,2200,Kg,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200,200
,,,,,,,,,,,,3. Setahun 2 kali panen,pupuk,input,pupuk,kcl,Rp/kg,2300,2300,Kg,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
,,,,,,,,,,,,,bahan kimia,input,bahan kimia,Klongret,Rp/btl,175000,175000,btl,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
,,,,,,,,,,,,,bahan kimia,input,bahan kimia,Pertakon,Rp/lt,73000,73000,lt,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
,,,,,,,,,,,,,bahan kimia,input,bahan kimia,Rakus (Racunn Tikus),Rp/btl,0,0,Dus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,bahan tanam /bibit,input,bahan tanam /bibit,seed,Rp/kg,0,0,Kg,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
,,,,,,,,,,,,,peralatan,input,peralatan,Parang,Rp/unit,100000,100000,Unit,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,
,,,,,,,,,,,,,peralatan,input,peralatan,Spayer,Rp/unit,450000,450000,Unit,1,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1
,,,,,,,,,,,,,peralatan,input,peralatan,Cangkul,Rp/unit,200000,200000,Unit,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,
,,,,,,,,,,,,,tk persiapan lahan,input,tenaga kerja,Land Clearing/Preparation,Rp/unit,100000,100000,HOK,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
,,,,,,,,,,,,,tk penanaman,input,tenaga kerja,Seedbed Preparation,Rp/HOK,100000,100000,HOK,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,,,,,,,,,,,,,tk penanaman,input,tenaga kerja,Planting/Replanting,Rp/HOK,100000,100000,HOK,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
,,,,,,,,,,,,,tk pemeliharaan,input,tenaga kerja,Weeding,Rp/HOK,100000,100000,HOK,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
,,,,,,,,,,,,,tk pemeliharaan,input,tenaga kerja,Crop Care (Spraying+Fertilizing),Rp/HOK,100000,100000,HOK,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
,,,,,,,,,,,,,tk pemeliharaan,input,tenaga kerja,Crop watching from rat,Rp/HOK,100000,100000,HOK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,tk pemanenan,input,tenaga kerja,Harvesting,Rp/HOK,100000,100000,HOK,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64,64
,,,,,,,,,,,,,tk paska panen,input,tenaga kerja,Potong,Rp/HOK,100000,100000,HOK,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,,,,,,,,,,,,,tk paska panen,input,tenaga kerja,Kumpul+rontok,Rp/HOK,100000,100000,HOK,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
,,,,,,,,,,,,,tk paska panen,input,tenaga kerja,Giling,Rp/HOK,0,0,kg,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
,,,,,,,,,,,,,tk paska panen,input,tenaga kerja,Drying,Rp/HOK,100000,100000,HOK,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,,,,,,,,,,,,,tk paska panen,input,tenaga kerja,Transport,Rp/Rit,100000,100000,Rit,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,,,,,,,,,,,,,utama,output,utama,padi,Rp/kg,7500,7500,Kg,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000,6000
