sut,komoditas,prov,wilayah,lokasi,tahun,tipe lahan,tipe kebun,rate.p,rate.s,nilai.tukar,total.area,asumsi.peneliti,bagian,faktor,komponen,jenis,unit harga,harga privat,harga sosial,unit,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30
AGROFORESTRI,KELAPA AF,GORONTALO,POHUWATU,RANDANGAN,2014,MINERAL,SMALLHOLDER,7.1,2.79,11830,1,Tidak dipupuk,input,input,pupuk,Kandang,Rp/kg,100,100,kg,625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Bibit yang digunakan: alam/cabutan,input,input,pupuk,Urea,Rp/kg,1600,1600,kg,300,300,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
,,,,,,,,,,,,"Dikelola turun-temurun, biasanya umur 4 tahun sudah menghasilkan",input,input,pupuk,KCL,Rp/kg,2400,2400,kg,300,300,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600,600
,,,,,,,,,,,,"Kopra kering 75% : Rp 8,5 jt/ton",input,input,bahan kimia,Puradan,Rp/btng,3000,3000,lt,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Jenis bibit yang digunakan: kelapa dalam,input,input,bahan kimia,Gandasil,Rp/unit,30000,30000,lt,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,,,,,,,,,,,,"Pembuatan parit = 15 m/hari, 1 orang. Ada 2 parit",input,input,bahan tanam/bibit,Kelapa dalam,Rp/btng,3000,3000,batang,125,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Penanaman = 5 batang per hari,input,input,bahan tanam/bibit,Coklat,Rp/btng,5000,5000,batang,1100,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,"Penyemprotan dilakukan sebelum masa produksi, setahun 2x @ 2 lt roundup, setengah hari, 1 orang",input,input,peralatan,Sabit,Rp/unit,30000,30000,unit,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,
,,,,,,,,,,,,Pemanenan dilakukan 4x setahun @ 2 orang slm 10 hari mendapatkan 4000 butir (1 HOK = 200 butir),input,input,peralatan,Cangkul,Rp/unit,25000,25000,unit,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,
,,,,,,,,,,,,Informasi lain= tiap batang menghasilkan 10-30 butir tiap panen (atau 40-120 butir/tahun),input,input,peralatan,Sprayer,Rp/unit,400000,400000,unit,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1
,,,,,,,,,,,,Transport ke langkau= 1 hok per 4000 butir,input,input,peralatan,Karung,Rp/unit,2500,2500,unit,0,0,0,1.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2,19.2
,,,,,,,,,,,,dari 4000 butir dihasilkan 300 kw kopra 75%,input,input,tenaga kerja,tebas+tebang,Rp/HOK,60000,60000,HOK,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
,,,,,,,,,,,,Rata-rata produksi kelapa dalam adalah 2700-4500 butir kelapa setara 0.8-1.2 ton kopra/ha/th.,input,input,tenaga kerja kelapa,bakar,Rp/HOK,60000,60000,HOK,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,,,"Dengan penggunaan bibit unggul komposit dapat meningkat mjd 6750 butir kelapa setara 1,5 ton/kopra/ha/th ",input,input,tenaga kerja kelapa,Lubang+pupuk dasar,Rp/HOK,60000,60000,HOK,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25,9.25
,,,,,,,,,,,,"Dengan pemeliharaan semi intensif produksi dapat mencapai 2,25 ton kopra/ha/th",input,input,tenaga kerja kelapa,Tanam,Rp/HOK,60000,60000,HOK,1.25,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,Sources: Supandi. 2004. Prospek dan arah pengembangan Agribisnis kelapa. PSE. Deptan.,input,input,tenaga kerja kelapa,Penyemprotan,Rp/HOK,60000,60000,HOK,,,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875,4.6875
