sut,komoditas,provinsi,lokasi,tahun,tipe lahan,tipe kebun,rate.p,rate.s,nilai.tukar,faktor,komponen,jenis,unit harga,harga privat,harga sosial,unit,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30
AGROFORESTRI,KARET AF,MUSI BANYUASIN,-,2014,GAMBUT,SMALLHOLDER,7,2,10337,input,bahan kimia,formic acid,Rp/botol,7000,7000,botol,,,,,,,,,0,2.03934096,3.73050792,4.953970368,5.3862948,5.424737139,5.500628649,5.683818816,5.90736672,5.9457555,6.02150706,6.09589782,6.16893642,6.049827576,6.01471301,5.7559284,5.385421728,5.385421728,5.211121878,5.1028056,4.91596695,4.73767803
,,,,,,,,,,input,bahan tanam /bibit,padi,Rp/kg,4000,4000,kg,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,bahan tanam /bibit,karet lokal,Rp/btng,3000,3000,batang,550,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,peralatan,Pisau sadap,Rp/unit,20000,20000,unit,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,,,,,,,,,,input,peralatan,Mangkok penampung (latex cup),Rp/unit,600,600,unit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,input,peralatan,Ember karet,Rp/unit,10000,10000,pair,,,,,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2
,,,,,,,,,,input,peralatan,Cangkul,Rp/unit,100000,100000,unit,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,
,,,,,,,,,,input,peralatan,Parang,Rp/unit,75000,75000,unit,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,
,,,,,,,,,,input,peralatan,Bak penampung,Rp/unit,95000,95000,unit,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
,,,,,,,,,,input,tenaga kerja,Tebas,Rp/HOK,60000,60000,hok,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja,Tumbang,Rp/HOK,60000,60000,hok,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja,Bakar,Rp/HOK,60000,60000,hok,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja,Pancang,Rp/HOK,60000,60000,hok,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
