sut,komoditas,prov,wilayah,lokasi,tahun,tipe lahan,tipe kebun,rate.p,rate.s,nilai.tukar,total.area,asumsi.peneliti,bagian,faktor,komponen,jenis,unit harga,harga privat,harga sosial,unit,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30
MONOKULTUR,JAGUNG,JAWA TENGAH,BANJARNEGARA,PURWONEGARA,2016,MINERAL,SMALLHOLDER,7.72,2.72,13308,1,,pupuk,input,pupuk,Urea ,rp/Kg,2000,2000,Kg,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050,1050
,,,,,,,,,,,,,pupuk,input,pupuk,SP36,rp/Kg,2000,2000,Kg,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
,,,,,,,,,,,,,pupuk,input,pupuk,ZA,rp/Kg,1800,1800,Kg,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700,700
,,,,,,,,,,,,,pupuk,input,pupuk,organic,rp/sack,10000,10000,sack,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420
,,,,,,,,,,,,,pupuk,input,pupuk,NPK,rp/liter,2100,2100,liter,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350,350
,,,,,,,,,,,,,bahan kimia,input,bahan kimia,Insecticide (furadan),rp/sachet,30000,30000,sachet,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
,,,,,,,,,,,,,bahan kimia,input,bahan kimia,Pesticide,rp/liter,120000,120000,liter,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25
,,,,,,,,,,,,,peralatan,input,peralatan,Cangkul,rp/pieces,50000,50000,pieces,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,
,,,,,,,,,,,,,peralatan,input,peralatan,Sabit,rp/pieces,70000,70000,pieces,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,
,,,,,,,,,,,,,peralatan,input,peralatan,Handsprayer,rp/pieces,600000,600000,pieces,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,1
,,,,,,,,,,,,,peralatan,input,peralatan,Cangkul kecil ,rp/pieces,25000,25000,pieces,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,
,,,,,,,,,,,,,peralatan,input,peralatan,karung,rp/pieces,2000,2000,pieces,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245,245
,,,,,,,,,,,,,bahan tanam/bibit,input,bahan tanam/bibit,benih jagung,rp/kg,70000,70000,kg,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60
,,,,,,,,,,,,,tenaga kerja,input,tenaga kerja,Land Clearing/Preparation ,rp/pers-day,60000,60000,pers-day,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5,52.5
