sut,komoditas,provinsi,lokasi,tahun,tipe lahan,tipe kebun,rate.p,rate.s,nilai.tukar,faktor,komponen,jenis,unit harga,harga privat,harga sosial,unit,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30
AGROFORESTRI,KOPI AF,ACEH,-,2020,MINERAL,SMALLHOLDER,7.4,2.4,14831,input,pupuk,Urea,rp,3000,3000,kg,,,,,,,100,,,,,,,100,,,,,,,,,,,,,,,,
,,,,,,,,,,input,pupuk,SP ,rp,5400,2500,kg,,,,,,,50,,,,,,,50,,,,,,,,,,,,,,,,
,,,,,,,,,,input,pupuk,KCL,rp,3000,3000,kg,,,,,,,50,,,,,,,50,,,,,,,,,,,,,,,,
,,,,,,,,,,input,pupuk,NPK,rp,10000,3000,kg,,,,,,,50,,,,,,,50,,,,,,,,,,,,,,,,
,,,,,,,,,,input,bahan kimia,basmilang,rp,45000,45000,liter,,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12
,,,,,,,,,,input,bahan tanam /bibit,padi,rp,6000,6000,kg,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,bahan tanam /bibit,kopi,rp,200,200,batang,3000,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,peralatan,Karung,rp,5000,5000,unit,,2.4,30,30,18,18,18,30,30,12,12,12,12,12,18,18,12,12,12,12,12,12,12,12,12,12,12,12,12,12
,,,,,,,,,,input,peralatan,Cangkul,rp,50000,50000,unit,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,,,,,1,
,,,,,,,,,,input,peralatan,Parang,rp,25000,25000,unit,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,,1,
,,,,,,,,,,input,peralatan,Sprayer,rp,225000,225000,unit,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1
,,,,,,,,,,input,tenaga kerja,tebas,rp,80000,80000,hok,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja,tumbang,rp,80000,80000,hok,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja,bakar,rp,80000,80000,hok,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja padi,penanaman,rp,80000,80000,hok,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja padi,penyiangan,rp,80000,80000,hok,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja padi,bird and pig waching,rp,80000,80000,hok,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja padi,pemanenan,rp,80000,80000,hok,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja padi,pengeringan,rp,80000,80000,hok,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja kopi,penanaman buah,rp,80000,80000,hok,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja kopi,penanaman kopi,rp,80000,80000,hok,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja kopi,Pruning,rp,80000,80000,hok,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja kopi,Pemangkasan tunas/ranting,rp,80000,80000,hok,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
,,,,,,,,,,input,tenaga kerja kopi,Penyiangan,rp,80000,80000,hok,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
,,,,,,,,,,input,tenaga kerja kopi,Pemupukan,rp,80000,80000,hok,,,,,,,4,,,,,,,4,,,,,,,,,,,,,,,,
,,,,,,,,,,input,tenaga kerja kopi,Penyemprotan,rp,80000,80000,hok,,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18
,,,,,,,,,,input,pemanenan,transport,rp,1500,1500,kg,,120,1500,1500,900,900,900,1500,1500,600,600,600,600,600,900,900,600,600,600,600,600,600,600,600,600,600,600,600,600,600
,,,,,,,,,,input,tenaga kerja kopi,pemanenan kopi,rp,80000,80000,hok,,,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103,103
,,,,,,,,,,input,pasca panen,giling kopi,rp,600,600,kg,,120,1500,1500,900,900,900,1500,1500,600,600,600,600,600,900,900,600,600,600,600,600,600,600,600,600,600,600,600,600,600
,,,,,,,,,,input,tenaga kerja kopi,penjemuran kopi,rp,80000,80000,hok,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,,,,,,,,,,output,utama,Kopi,rp,18500,18500,kg,,120,1500,1500,900,900,900,1500,1500,600,600,600,600,600,900,900,600,600,600,600,600,600,600,600,600,600,600,600,600,600
,,,,,,,,,,output,sampingan,Padi,rp,8000,8000,kg,800,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,output,sampingan,Durian,rp,5000,5000,buah,,,,,,,,,,,,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
,,,,,,,,,,output,sampingan,Jengkol,rp,10000,10000,kg,,,,,,,,,,,,100,150,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300
